title,Mentions LLM Limitations
Data-Copilot: Bridging Billions of Data and Humans with Autonomous Workflow,yes
Valley: Video Assistant with Large Language model Enhanced abilitY,no
A Survey of Vision-Language Pre-training from the Lens of Multimodal Machine Translation,no
Large language models and (non-)linguistic recursion,no
Augmenting Language Models with Long-Term Memory,no
Prompt-based Extraction of Social Determinants of Health Using Few-shot Learning,no
InstructP2P: Learning to Edit 3D Point Clouds with Text Instructions,no
Linear Classifier: An Often-Forgotten Baseline for Text Classification,no
Large Language Models as Tax Attorneys: A Case Study in Legal Capabilities Emergence,no
Gradient Ascent Post-training Enhances Language Model Generalization,no
Imbalanced Multi-label Classification for Business-related Text with Moderately Large Label Spaces,no
Mitigating Prior Errors in Causal Structure Learning: Towards LLM driven Prior Knowledge,yes
Correlated Time Series Self-Supervised Representation Learning via Spatiotemporal Bootstrapping,no
The BEA 2023 Shared Task on Generating AI Teacher Responses in Educational Dialogues,no
On the Viability of using LLMs for SW/HW Co-Design: An Example in Designing CiM DNN Accelerators,no
On the N-gram Approximation of Pre-trained Language Models,no
Recursion of Thought: A Divide-and-Conquer Approach to Multi-Context Reasoning with Language Models,no
Sticker820K: Empowering Interactive Retrieval with Stickers,no
Weakly supervised information extraction from inscrutable handwritten document images,yes
Multimodal Audio-textual Architecture for Robust Spoken Language Understanding,yes
TrojLLM: A Black-box Trojan Prompt Attack on Large Language Models,yes
A blind spot for large language models: Supradiegetic linguistic information,yes
Augmenting Greybox Fuzzing with Generative AI,yes
Improving Knowledge Extraction from LLMs for Task Learning through Agent Analysis,yes
The Impact of ChatGPT and LLMs on Medical Imaging Stakeholders: Perspectives and Use Cases,yes
CoTran: An LLM-based Code Translator using Reinforcement Learning with Feedback from Compiler and Symbolic Execution,yes
QUERT: Continual Pre-training of Language Model for Query Understanding in Travel Domain Search,no
Open Brain AI. Automatic Language Assessment,no
Language Versatilists vs. Specialists: An Empirical Revisiting on Multilingual Transfer Ability,no
"LAMM: Language-Assisted Multi-Modal Instruction-Tuning Dataset, Framework, and Benchmark",no
EaSyGuide : ESG Issue Identification Framework leveraging Abilities of Generative Large Language Models,no
GKD: A General Knowledge Distillation Framework for Large-scale Pre-trained Language Model,yes
Are Intermediate Layers and Labels Really Necessary? A General Language Model Distillation Method,yes
RestGPT: Connecting Large Language Models with Real-World RESTful APIs,yes
Empowering Molecule Discovery for Molecule-Caption Translation with Large Language Models: A ChatGPT Perspective,yes
RoBERTweet: A BERT Language Model for Romanian Tweets,no
Learning World Models with Identifiable Factorization,no
Inductive reasoning in humans and large language models,yes
AutoTAMP: Autoregressive Task and Motion Planning with LLMs as Translators and Checkers,yes
TS-MoCo: Time-Series Momentum Contrast for Self-Supervised Physiological Representation Learning,no
Universal Language Modelling agent,no
Medical Data Augmentation via ChatGPT: A Case Study on Medication Identification and Medication Event Classification,yes
Enhancing Low Resource NER Using Assisting Language And Transfer Learning,no
Boosting Language Models Reasoning with Chain-of-Knowledge Prompting,yes
"Improving Non-autoregressive Translation Quality with Pretrained Language Model, Embedding Distillation and Upsampling Strategy for CTC",no
Language-Guided Traffic Simulation via Scene-Level Diffusion,no
Human-in-the-Loop through Chain-of-Thought,yes
ECGBERT: Understanding Hidden Language of ECGs with Self-Supervised Representation Learning,no
Investigating the Effectiveness of ChatGPT in Mathematical Reasoning and Problem Solving: Evidence from the Vietnamese National High School Graduation Examination,no
Protect Your Prompts: Protocols for IP Protection in LLM Applications,no
14 Examples of How LLMs Can Transform Materials Science and Chemistry: A Reflection on a Large Language Model Hackathon,no
Measuring and Modifying Factual Knowledge in Large Language Models,yes
AVScan2Vec: Feature Learning on Antivirus Scan Data for Production-Scale Malware Corpora,no
Aladdin: Zero-Shot Hallucination of Stylized 3D Assets from Abstract Scene Descriptions,no
Morphosyntactic probing of multilingual BERT models,no
Reliability Check: An Analysis of GPT-3's Response to Sensitive Topics and Prompt Wording,yes
Prodigy: An Expeditiously Adaptive Parameter-Free Learner,no
Leveraging Large Language Models for Scalable Vector Graphics-Driven Image Understanding,no
Implementing BERT and fine-tuned RobertA to detect AI generated news by ChatGPT,no
Trapping LLM Hallucinations Using Tagged Context Prompts,yes
Mind2Web: Towards a Generalist Agent for the Web,yes
FinGPT: Open-Source Financial Large Language Models,yes
S$^{3}$: Increasing GPU Utilization during Generative Inference for Higher Throughput,yes
PoET: A generative model of protein families as sequences-of-sequences,no
GPT-Calls: Enhancing Call Segmentation and Tagging by Generating Synthetic Conversations via Large Language Models,no
Understanding Telecom Language Through Large Language Models,no
Language Models Can Learn Exceptions to Syntactic Rules,yes
Towards a Robust Detection of Language Model Generated Text: Is ChatGPT that Easy to Detect?,yes
Bring Your Own (Non-Robust) Algorithm to Solve Robust MDPs by Estimating The Worst Kernel,no
Can Large Language Models Infer Causation from Correlation?,yes
Towards the Exploitation of LLM-based Chatbot for Providing Legal Support to Palestinian Cooperatives,yes
How Can Recommender Systems Benefit from Large Language Models: A Survey,yes
End-to-End Neural Network Compression via $\frac{\ell_1}{\ell_2}$ Regularized Latency Surrogates,no
Xiezhi: An Ever-Updating Benchmark for Holistic Domain Knowledge Evaluation,yes
Large Language Models Are Semi-Parametric Reinforcement Learning Agents,no
Exploring the Responses of Large Language Models to Beginner Programmers' Help Requests,yes
Judging LLM-as-a-Judge with MT-Bench and Chatbot Arena,yes
COVER: A Heuristic Greedy Adversarial Attack on Prompt-based Learning in Language Models,no
Customizing General-Purpose Foundation Models for Medical Report Generation,yes
Word sense extension,no
Speech-to-Text Adapter and Speech-to-Entity Retriever Augmented LLMs for Speech Understanding,yes
Privacy- and Utility-Preserving NLP with Anonymized Data: A case study of Pseudonymization,yes
The economic trade-offs of large language models: A case study,no
Prompt Injection attack against LLM-integrated Applications,yes
Multi-Modal Classifiers for Open-Vocabulary Object Detection,yes
Artificial General Intelligence for Medical Imaging,yes
Hexatagging: Projective Dependency Parsing as Tagging,no
Grounded Text-to-Image Synthesis with Attention Refocusing,yes
Video-ChatGPT: Towards Detailed Video Understanding via Large Vision and Language Models,no
MIMIC-IT: Multi-Modal In-Context Instruction Tuning,yes
The ADAIO System at the BEA-2023 Shared Task on Generating AI Teacher Responses in Educational Dialogues,no
ToolAlpaca: Generalized Tool Learning for Language Models with 3000 Simulated Cases,yes
Simple and Controllable Music Generation,no
Extensive Evaluation of Transformer-based Architectures for Adverse Drug Events Extraction,no
"PIXIU: A Large Language Model, Instruction Data and Evaluation Benchmark for Finance",yes
"M3Exam: A Multilingual, Multimodal, Multilevel Benchmark for Examining Large Language Models",yes
Robot Task Planning Based on Large Language Model Representing Knowledge with Directed Graph Structures,yes
Is AI the better programming partner? Human-Human Pair Programming vs. Human-AI pAIr Programming,yes
Mapping Brains with Language Models: A Survey,no
Closing the Loop: Testing ChatGPT to Generate Model Explanations to Improve Human Labelling of Sponsored Content on Social Media,no
Towards Understanding the Interplay of Generative Artificial Intelligence and the Internet,yes
PandaLM: An Automatic Evaluation Benchmark for LLM Instruction Tuning Optimization,yes
Improving Language Model Integration for Neural Machine Translation,no
K2: A Foundation Language Model for Geoscience Knowledge Understanding and Utilization,no
Active Inference in Hebbian Learning Networks,no
Interpretable Medical Diagnostics with Structured Data Extraction by Large Language Models,yes
Mapping the Challenges of HCI: An Application and Evaluation of ChatGPT and GPT-4 for Mining Insights at Scale,no
Log-based Anomaly Detection based on EVT Theory with feedback,no
Assessing Phrase Break of ESL Speech with Pre-trained Language Models and Large Language Models,yes
Leveraging Language Identification to Enhance Code-Mixed Text Classification,no
FedMLSecurity: A Benchmark for Attacks and Defenses in Federated Learning and Federated LLMs,yes
InfoPrompt: Information-Theoretic Soft Prompt Tuning for Natural Language Understanding,no
covLLM: Large Language Models for COVID-19 Biomedical Literature,yes
Prefer to Classify: Improving Text Classifiers via Auxiliary Preference Learning,yes
NOWJ at COLIEE 2023 -- Multi-Task and Ensemble Approaches in Legal Information Processing,no
In-Context Learning through the Bayesian Prism,no
Augmenting Hessians with Inter-Layer Dependencies for Mixed-Precision Post-Training Quantization,no
Mixture-of-Supernets: Improving Weight-Sharing Supernet Training with Architecture-Routed Mixture-of-Experts,yes
"Good Data, Large Data, or No Data? Comparing Three Approaches in Developing Research Aspect Classifiers for Biomedical Papers",yes
Generative Text-Guided 3D Vision-Language Pretraining for Unified Medical Image Segmentation,yes
Privately generating tabular data using language models,no
"A Review on Knowledge Graphs for Healthcare: Resources, Applications, and Promises",yes
INSTRUCTEVAL: Towards Holistic Evaluation of Instruction-Tuned Large Language Models,yes
How Far Can Camels Go? Exploring the State of Instruction Tuning on Open Resources,no
Using Imperfect Surrogates for Downstream Inference: Design-based Supervised Learning for Social Science Applications of Large Language Models,yes
ScienceBenchmark: A Complex Real-World Benchmark for Evaluating Natural Language to SQL Systems,yes
Soft-prompt Tuning for Large Language Models to Evaluate Bias,yes
ModuleFormer: Modularity Emerges from Mixture-of-Experts,yes
On the Reliability of Watermarks for Large Language Models,yes
"Revisiting Out-of-distribution Robustness in NLP: Benchmark, Analysis, and LLMs Evaluations",yes
The Two Word Test: A Semantic Benchmark for Large Language Models,yes
Language Models Get a Gender Makeover: Mitigating Gender Bias with Few-Shot Data Interventions,yes
"ChatGPT is fun, but it is not funny! Humor is still challenging Large Language Models",yes
StudentEval: A Benchmark of Student-Written Prompts for Large Language Models of Code,yes
Multi-Task Training with In-Domain Language Models for Diagnostic Reasoning,no
Long-form analogies generated by chatGPT lack human-like psycholinguistic properties,yes
PromptBench: Towards Evaluating the Robustness of Large Language Models on Adversarial Prompts,yes
Can current NLI systems handle German word order? Investigating language model performance on a new German challenge set of minimal pairs,yes
Enhancing In-Context Learning with Answer Feedback for Multi-Span Question Answering,yes
