Source,Title,Talks about LLMs,Rate,Evidence,Year,Month,Keyphrase,Topic
emnlp2023,Large Language Models are Temporal and Causal Reasoners for Video Question Answering,Yes.,5,however prior often cause suboptimal videoqa lead overrely question ie linguistic bias ignore visual content also know ãungrounded guessesã ãhallucinationsã linguistic bias ungrounded guess,2023,December,"Keyphrase: ""Linguistic bias and ungrounded guesses""",2
emnlp2023,Preserving Privacy Through Dememorization: An Unlearning Technique For Mitigating Memorization Risks In Language Models,Yes.,5,show ability memorize reproduce portion training prompt adversary prior research focus address memorization issue prevent verbatim replication technique like unlearn preprocesse however limitation regard number protect sample limit privacy type potentially lowerquality generative memorization privacy concern,2023,December,"Keyphrase: ""Memorization and privacy concerns""",1
emnlp2023,Noisy Exemplars Make Large Language Models More Robust: A Domain-Agnostic Behavioral Analysis,Yes.,5,find sensitive certain perturbation replace word synonym sensitivity word perturbation,2023,December,"Keyphrase: ""Sensitivity to word perturbations""",0
emnlp2023,Can Large Language Models Capture Dissenting Human Voices?,Yes.,5,show exhibit limited ability solve nli simultaneously fail capture human disagreement distribution inference human alignment performance plunge even sample high human disagreement level raise concern natural understand nlu ability representativeness human population limited ability capture human disagreement,2023,December,"Keyphrase: ""Limited ability in capturing human disagreement""",0
emnlp2023,Merging Generated and Retrieved Knowledge for Open-Domain QA,Yes.,4,retrieve passage give source know suffer insufficient coverage tend hallucinate content conflict retrieve insufficient coverage tendency hallucinate,2023,December,"Keyphrase: ""Insufficient coverage and tendency to hallucinate""",2
emnlp2023,Ignore This Title and HackAPrompt: Exposing Systemic Vulnerabilities of LLMs Through a Global Prompt Hacking Competition,Yes.,5,deployment increasingly plague prompt injection jailbreake collectively prompt hack manipulate ignore original instruction instead follow potentially malicious one vulnerability manipulation,2023,December,"Keyphrase: ""Vulnerability to manipulation""",1
emnlp2023,Prompting is not a substitute for probability measurements in large language models,Yes.,5,broadly find llmsã metalinguistic judgment inferior quantity directly derive representation furthermore consistency get bad prompt query diverge direct measurement nextword probability inferior metalinguistic judgment,2023,December,"Keyphrase: ""Inferior metalinguistic judgment""",0
emnlp2023,"Fine-tuned LLMs Know More, Hallucinate Less with Few-Shot Sequence-to-Sequence Semantic Parsing over Wikidata",Yes.,5,many question correctly also hallucinate give wrong hallucination incorrect,2023,December,"Keyphrase: ""Hallucinations and incorrect answers""",2
emnlp2023,Beyond Factuality: A Comprehensive Evaluation of Large Language Models as Knowledge Generators,Yes.,4,community concern abound regard factuality potential implication use uncensored surprisingly study reveal factuality even low significantly hinder downstream factuality concern,2023,December,"Keyphrase: ""Factuality concerns""",4
emnlp2023,Compressing Context to Enhance Inference Efficiency of Large Language Models,Yes.,5,however face challenge manage long document extend conversation due significantly increase computational requirement memory inference time potential context truncation exceed llmãs fix context length challenge long document extended conversation,2023,December,"Keyphrase: ""Challenges with long documents and extended conversations""",3
emnlp2023,Can You Follow Me? Testing Situational Understanding for ChatGPT,Yes.,5,previous work identify certain su limitation nonchatbot find despite fundamental simplicity modelãs performance reflect inability retain correct environment state across time performance degradation largely chatgpt nonpersistent incontext memory although access full dialogue history susceptible memory limitation,2023,December,"Keyphrase: ""Memory limitations""",3
emnlp2023,HaluEval: A Large-Scale Hallucination Evaluation Benchmark for Large Language Models,Yes.,5,chatgpt prone hallucination ie content conflict source verify factual moreover exist face great challenge recognize hallucination text hallucination factual inaccuracy,2023,December,"Keyphrase: ""Hallucination and factual inaccuracies""",2
emnlp2023,Enabling Large Language Models to Generate Text with Citations,Yes.,5,prone hallucination current considerable room improvementãfor example eli dataset even good lack complete citation support time incomplete citation support,2023,December,"Keyphrase: ""Incomplete citation support""",2
emnlp2023,Counting the Bugs in ChatGPTÃ¢â‚¬â„¢s Wugs: A Multilingual Investigation into the Morphological Capabilities of a Large Language Model,Yes.,5,find chatgpt massively underperform purposebuilt particularly english overall resultsãthrough lens morphologyãcast new light linguistic capability chatgpt suggest claim humanlike skill premature misleading underperformance specialized,2023,December,"Keyphrase: ""Underperformance in specialized tasks""",3
emnlp2023,MAF: Multi-Aspect Feedback for Improving Reasoning in Large Language Models,Yes.,5,however come natural reasoning lm still face challenge hallucination incorrect intermediate reasoning step make mathematical error challenge natural reasoning,2023,December,"Keyphrase: ""Challenges in natural reasoning""",0
emnlp2023,Do Language Models Have a Common Sense regarding Time? Revisiting Temporal Commonsense Reasoning in the Era of Large Language Models,Yes.,5,find reveal nuance depiction capability limitation within temporal reasoning offer comprehensive reference future research pivotal domain limitation temporal reasoning,2023,December,"Keyphrase: ""Limitation in temporal reasoning""",0
emnlp2023,Evaluation of African American Language Bias in Natural Language Generation,Yes.,4,present evidence dialectal bias six pretraine performance gap dialectal bias,2023,December,"Keyphrase: ""Dialectal bias""",1
emnlp2023,An Investigation of LLMsÃ¢â‚¬â„¢ Inefficacy in Understanding Converse Relations,Yes.,5,suggest often resort shortcut learning still face challenge propose benchmark reliance shortcut,2023,December,"Keyphrase: ""Reliance on shortcuts""",0
emnlp2023,HiddenTables and PyQTax: A Cooperative Game and Dataset For TableQA to Ensure Scale and Data Privacy Across a Myriad of Taxonomies,Yes.,5,myriad different face common challenge contextually analyze table questionanswere challenge engender finite context window table multifacete discrepancy amongst tokenization pattern cell boundary various limitation stem confidentiality process use external limit contextual analysis,2023,December,"Keyphrase: ""Limited contextual analysis""",0
emnlp2023,"Speak, Memory: An Archaeology of Books Known to ChatGPT/GPT-4",Yes.,4,ability memorize unknown set book complicate assessment measurement validity cultural analytic contaminate test show much well memorize book nonmemorize book downstream overreliance memorization,2023,December,"Keyphrase: ""Over-reliance on memorization""",1
emnlp2023,Copyright Violations and Large Language Models,Yes.,5,work explore issue copyright violation lens verbatim memorization focus possible redistribution copyright text risk copyright violation,2023,December,"Keyphrase: ""Risk of copyright violation""",1
emnlp2023,Symbolic Planning and Code Generation for Grounded Dialogue,Yes.,5,limit applicability ground taskoriente dialogue difficult steer toward objective fail handle novel ground difficulty handle novel grounding,2023,December,"Keyphrase: ""Difficulty in handling novel grounding""",0
emnlp2023,Have LLMs Advanced Enough? A Challenging Problem Solving Benchmark For Large Language Models,Yes.,5,typical failure mode good error algebraic manipulation difficulty ground abstract concept mathematical equation accurately failure retrieve relevant domainspecific concept struggle domainspecific concept,2023,December,"Keyphrase: ""Struggles with domain-specific concepts""",3
