Source ,Title,Talks about LLMs,Rate,Evidence,Year ,Date ,Keyphrase,Combined_Text
arXIv2022,Entropy-based Attention Regularization Frees Unintended Bias Mitigation from Lists,Yes.,4,"""Natural Language Processing (NLP) models risk overfitting to specific terms in the training data, thereby reducing their performance, fairness, and generalizability."" and ""severe unintended bias, and lower performance.""",2022,2022-03-17T09:29:50Z,"Keyphrase: ""Overfitting and unintended bias""","""Natural Language Processing (NLP) models risk overfitting to specific terms in the training data, thereby reducing their performance, fairness, and generalizability."" and ""severe unintended bias, and lower performance."" Keyphrase: ""Overfitting and unintended bias"""
arXIv2022,Thinking about GPT-3 In-Context Learning for Biomedical IE? Think Again,Yes.,5,"""However, our results show that GPT-3 still significantly underperforms compared to simply fine-tuning a smaller PLM. In addition, GPT-3 in-context learning also yields smaller gains in accuracy when more training data becomes available. Our in-depth analyses further reveal issues of the in-context",2022,2022-03-16T05:56:08Z,"Keyphrase: ""Underperformance compared to finetuning smaller models""","""However, our results show that GPT-3 still significantly underperforms compared to simply fine-tuning a smaller PLM. In addition, GPT-3 in-context learning also yields smaller gains in accuracy when more training data becomes available. Our in-depth analyses further reveal issues of the in-context Keyphrase: ""Underperformance compared to finetuning smaller models"""
arXIv2022,Do Language Models Plagiarize?,Yes.,5,"""Given that a majority of LMs' training data is scraped from the Web without informing content owners, their reiteration of words, phrases, and even core ideas from training sets into generated texts has ethical implications. Their patterns are likely to exacerbate as both the size of LMs and their training data increase, raising concerns about indis",2022,2022-03-15T03:11:11Z,"Keyphrase: ""Ethical implications of data scraping""","""Given that a majority of LMs' training data is scraped from the Web without informing content owners, their reiteration of words, phrases, and even core ideas from training sets into generated texts has ethical implications. Their patterns are likely to exacerbate as both the size of LMs and their training data increase, raising concerns about indis Keyphrase: ""Ethical implications of data scraping"""
arXIv2022,"When classifying grammatical role, BERT doesn't care about word order... except when it matters",Yes.,4,"""Recent work has shown large language models to be surprisingly word order invariant,"" and ""highlight how models use context in the uncommon, but critical, instances where it matters.""",2022,2022-03-11T19:00:15Z,"Keyphrase: ""Word order invariance""","""Recent work has shown large language models to be surprisingly word order invariant,"" and ""highlight how models use context in the uncommon, but critical, instances where it matters."" Keyphrase: ""Word order invariance"""
arXIv2022,Speciesist Language and Nonhuman Animal Bias in English Masked Language Models,Yes.,4,"""We found that pre-trained masked language models tend to associate harmful words with nonhuman animals and have a bias toward using speciesist language for some nonhuman animal names.""",2022,2022-03-10T03:32:29Z,"Keyphrase: ""Speciesist language bias""","""We found that pre-trained masked language models tend to associate harmful words with nonhuman animals and have a bias toward using speciesist language for some nonhuman animal names."" Keyphrase: ""Speciesist language bias"""
arXIv2022,Training language models to follow instructions with human feedback,Yes.,5,"""large language models can generate outputs that are untruthful, toxic, or simply not helpful to the user.""",2022,2022-03-04T07:04:42Z,"Keyphrase: ""Untruthful and toxic outputs""","""large language models can generate outputs that are untruthful, toxic, or simply not helpful to the user."" Keyphrase: ""Untruthful and toxic outputs"""
arXIv2022,Logical Fallacy Detection,Yes.,5,"""We find that existing pretrained large language models perform poorly on this task.""",2022,2022-02-28T13:18:26Z,"Keyphrase: ""Poor task performance""","""We find that existing pretrained large language models perform poorly on this task."" Keyphrase: ""Poor task performance"""
arXIv2022,Oolong: Investigating What Makes Transfer Learning Hard with Controlled Studies,Yes.,5,"""We find that models can largely recover from syntactic-style shifts, but cannot recover from vocabulary misalignment and embedding matrix re-initialization, even with continued pretraining on 15 million tokens.""",2022,2022-02-24T19:00:39Z,"Keyphrase: ""Vocabulary misalignment""","""We find that models can largely recover from syntactic-style shifts, but cannot recover from vocabulary misalignment and embedding matrix re-initialization, even with continued pretraining on 15 million tokens."" Keyphrase: ""Vocabulary misalignment"""
arXIv2022,Capturing Failures of Large Language Models via Human Cognitive Biases,Yes.,5,"""To hypothesize and test for such qualitative errors, we draw inspiration from human cognitive biases -- systematic patterns of deviation from rational judgement."" and ""Our results indicate that experimental methodology from cognitive science can help characterize how machine learning systems behave.""",2022,2022-02-24T18:58:52Z,"Keyphrase: ""Limited understanding of cognitive biases""","""To hypothesize and test for such qualitative errors, we draw inspiration from human cognitive biases -- systematic patterns of deviation from rational judgement."" and ""Our results indicate that experimental methodology from cognitive science can help characterize how machine learning systems behave."" Keyphrase: ""Limited understanding of cognitive biases"""
arXIv2022,Reward Modeling for Mitigating Toxicity in Transformer-based Language Models,Yes.,4,"""language models that are pretrained on large unlabeled web text corpora have been shown to suffer from degenerating toxic content and social bias behaviors, consequently hindering their safe deployment.""",2022,2022-02-19T19:26:22Z,"Keyphrase: ""Degenerating toxic content and social bias""","""language models that are pretrained on large unlabeled web text corpora have been shown to suffer from degenerating toxic content and social bias behaviors, consequently hindering their safe deployment."" Keyphrase: ""Degenerating toxic content and social bias"""
